spot_id,mountain_group,source_code,type,category,note,is_entrance,lon,lat
P57735,아차산·용마산,112150201,관리사무소,기타,,0,127.099901,37.553089
P57736,아차산·용마산,112150201,음수대,음수대,,0,127.100337,37.553297
P57737,아차산·용마산,112150201,운동기구,시설물(운동기구 등),,0,127.1006,37.553453
P57738,아차산·용마산,112150201,가로등,가로등,,0,127.100875,37.553588
P57739,아차산·용마산,112150201,안내판,안내판또는지도,,0,127.100941,37.553731
P57740,아차산·용마산,112150201,가로등,가로등,,0,127.10106,37.5539
P57741,아차산·용마산,112150201,정자,정자,,0,127.101348,37.554348
P57742,아차산·용마산,112150201,벤치,벤치,,0,127.10129,37.554461
P57743,아차산·용마산,112150201,가로등,가로등,,0,127.101211,37.554596
P57744,아차산·용마산,112150201,다리(평강교),기타,,0,127.101299,37.555118
P57745,아차산·용마산,112150201,가로등,가로등,,0,127.101442,37.555175
P57746,아차산·용마산,112150201,재난기구,기타,,0,127.101482,37.555272
P57747,아차산·용마산,112150201,이정표,이정표,,0,127.101603,37.555353
P57748,아차산·용마산,112150201,다리,기타,,0,127.101749,37.555505
P57749,아차산·용마산,112150201,벤치,벤치,,0,127.101856,37.555543
P57750,아차산·용마산,112150201,가로등,가로등,,0,127.102083,37.555616
P57751,아차산·용마산,112150201,운동기구,시설물(운동기구 등),,0,127.102128,37.555619
P57752,아차산·용마산,112150201,벤치,벤치,,0,127.102257,37.55564
P57753,아차산·용마산,112150201,벤치,벤치,,0,127.102365,37.55568
P57754,아차산·용마산,112150201,가로등,가로등,,0,127.102417,37.555707
P57755,아차산·용마산,112150201,재난기구,기타,,0,127.102596,37.555812
P57756,아차산·용마산,112150201,가로등,가로등,,0,127.102723,37.555957
P57757,아차산·용마산,112150201,벤치,벤치,,0,127.102766,37.556316
P57758,아차산·용마산,112150201,가로등,가로등,,0,127.102763,37.556353
P57759,아차산·용마산,112150201,벤치,벤치,,0,127.102803,37.556419
P57760,아차산·용마산,112150201,목계단,기타,,0,127.102897,37.556671
P57761,아차산·용마산,112150201,가로등,가로등,,0,127.102964,37.556821
P57762,아차산·용마산,112150201,목계단,기타,,0,127.103126,37.556973
P57763,아차산·용마산,112150201,가로등,가로등,,0,127.103229,37.557155
P57764,아차산·용마산,112150201,가로등,가로등,,0,127.10354,37.557401
P57765,아차산·용마산,112150201,이정표,이정표,,0,127.103828,37.558054
P57766,아차산·용마산,112150201,연리근,기타,,0,127.103762,37.558109
P57767,아차산·용마산,112150201,목계단,기타,,0,127.103473,37.558304
P57768,아차산·용마산,112150201,가로등,가로등,,0,127.103405,37.558376
P57769,아차산·용마산,112150201,목계단,기타,,0,127.103272,37.558525
P57770,아차산·용마산,112150201,훼손,훼손지,,0,127.103244,37.558518
P57771,아차산·용마산,112150201,훼손,훼손지,,0,127.103214,37.558579
P57772,아차산·용마산,112150201,가로등,가로등,,0,127.103213,37.558585
P57773,아차산·용마산,112150201,훼손,훼손지,,0,127.102967,37.558707
P57774,아차산·용마산,112150201,훼손,훼손지,,0,127.10292,37.558708
P57775,아차산·용마산,112150201,훼손,훼손지,,0,127.102792,37.558705
P57776,아차산·용마산,112150201,훼손,훼손지,,0,127.102778,37.55869
P57777,아차산·용마산,112150201,안내판,안내판또는지도,,0,127.10268,37.558732
P57778,아차산·용마산,112150201,이정표,이정표,,0,127.102659,37.558802
P57779,아차산·용마산,112150201,"안내,지도",안내판또는지도,,0,127.10247,37.559052
P57780,아차산·용마산,112150201,가로등,가로등,,0,127.102399,37.559088
P57781,아차산·용마산,112150201,안내판,안내판또는지도,,0,127.10227,37.559127
P57782,아차산·용마산,112150201,목계단,기타,,0,127.102247,37.55913
P57783,아차산·용마산,112150201,목계단,기타,,0,127.102117,37.559183
P57784,아차산·용마산,112150201,가로등,가로등,,0,127.101968,37.559317
P57785,아차산·용마산,112150201,가로등,가로등,,0,127.101618,37.559488
P57786,아차산·용마산,112150201,가로등,가로등,,0,127.101549,37.559723
P57787,아차산·용마산,112150201,해맞이기념비,기타,,0,127.101509,37.559929
P57788,아차산·용마산,112150201,벤치,벤치,,0,127.101504,37.56001
P57789,아차산·용마산,112150201,해맞이광장,기타,,0,127.101512,37.560039
P57790,아차산·용마산,112150201,벤치,벤치,,0,127.101559,37.560179
P57791,아차산·용마산,112150201,벤치,벤치,,0,127.101432,37.560373
P57792,아차산·용마산,112150201,가로등,가로등,,0,127.101417,37.560446
P57793,아차산·용마산,112150201,조망점,조망점,,0,127.10142,37.560454
P57794,아차산·용마산,112150201,밧줄훼손,훼손지,,0,127.101417,37.560565
P57795,아차산·용마산,112150201,아차산1보루,기타,,0,127.101425,37.560593
P57796,아차산·용마산,112150201,벤치,벤치,,0,127.10135,37.561308
P57797,아차산·용마산,112150201,안내판,안내판또는지도,,0,127.10142,37.561802
P57798,아차산·용마산,112150201,벤치,벤치,,0,127.101526,37.562045
P57799,아차산·용마산,112150201,아차산5보루,기타,,0,127.101626,37.562203
P57800,아차산·용마산,112150201,이정표,이정표,,0,127.102403,37.564504
P57801,아차산·용마산,112150201,벤치,벤치,,0,127.102439,37.564703
P57802,아차산·용마산,112150201,안내판,안내판또는지도,,0,127.102473,37.565342
P57803,아차산·용마산,112150201,아차산3보루,기타,,0,127.102484,37.565362
P57804,아차산·용마산,112150201,안내판,안내판또는지도,,0,127.102943,37.567338
P57805,아차산·용마산,112150201,벤치,벤치,,0,127.102993,37.567742
P57806,아차산·용마산,112150201,벤치,벤치,,0,127.103292,37.568681
P57807,아차산·용마산,112150201,훼손,훼손지,,0,127.103282,37.56883
P57808,아차산·용마산,112150201,훼손,훼손지,,0,127.103285,37.568838
P57809,아차산·용마산,112150201,훼손,훼손지,,0,127.103327,37.569115
P57810,아차산·용마산,112150201,훼손,훼손지,,0,127.103333,37.569126
P57811,아차산·용마산,112150201,벤치,벤치,,0,127.103563,37.570106
P57812,아차산·용마산,112150201,안내판,안내판또는지도,,0,127.103697,37.57029
P57813,아차산·용마산,112150201,벤치,벤치,,0,127.103866,37.570406
P57814,아차산·용마산,112150201,벤치,벤치,,0,127.103916,37.570502
P57815,아차산·용마산,112150201,아차산4보루,기타,,0,127.103929,37.570575
P57816,아차산·용마산,112150201,안내판,안내판또는지도,,0,127.10396,37.571528
P57817,아차산·용마산,112150201,송전탑,기타,,0,127.103404,37.572118
P57818,아차산·용마산,112150201,목계단,기타,,0,127.10194,37.572523
P57819,아차산·용마산,112150201,목계단,기타,,0,127.101744,37.572711
P57820,아차산·용마산,112150201,벤치,벤치,,0,127.103891,37.557933
P57821,아차산·용마산,112150201,벤치,벤치,,0,127.103958,37.557908
P57822,아차산·용마산,112150201,이정표,이정표,,0,127.104042,37.557839
P57823,아차산·용마산,112150201,훼손,훼손지,,0,127.104209,37.557542
P57824,아차산·용마산,112150201,훼손,훼손지,,0,127.104222,37.557544
P57825,아차산·용마산,112150201,벤치,벤치,,0,127.104365,37.55712
P57826,아차산·용마산,112150201,벤치,벤치,,0,127.104376,37.55706
P57827,아차산·용마산,112150201,안내판,안내판또는지도,,0,127.104426,37.555877
P57828,아차산·용마산,112150201,안내판,안내판또는지도,,0,127.104217,37.555031
P57829,아차산·용마산,112150201,이정표,이정표,,0,127.104114,37.554911
P57830,아차산·용마산,112150201,재난기구,기타,,0,127.103852,37.552347
P57831,아차산·용마산,112150201,벤치,벤치,,0,127.103888,37.552302
P57832,아차산·용마산,112150201,벤치,벤치,,0,127.103917,37.552245
P57833,아차산·용마산,112150201,가로등,가로등,,0,127.104093,37.552112
P57834,아차산·용마산,112150201,안내판,안내판또는지도,,0,127.104286,37.551978
P57835,아차산·용마산,112150201,만남의광장,기타,,0,127.100092,37.55232
P57836,아차산·용마산,112150201,이정표,이정표,,0,127.099893,37.552385
P57837,아차산·용마산,112150201,목계단,기타,,0,127.100621,37.553151
P57838,아차산·용마산,112150201,목계단,기타,,0,127.100966,37.553313
P57839,아차산·용마산,112150201,이정표,이정표,,0,127.101263,37.553326
P57840,아차산·용마산,112150201,가로등,가로등,,0,127.10127,37.553325
P57841,아차산·용마산,112150201,벤치,벤치,,0,127.101671,37.553411
P57842,아차산·용마산,112150201,훼손,훼손지,,0,127.102486,37.553622
P57843,아차산·용마산,112150201,훼손,훼손지,,0,127.102519,37.553637
P57844,아차산·용마산,112150201,훼손,훼손지,,0,127.102861,37.55387
P57845,아차산·용마산,112150201,훼손,훼손지,,0,127.102887,37.553876
P57846,아차산·용마산,112150201,송전탑,기타,,0,127.103004,37.55386
P57847,아차산·용마산,112150201,훼손,훼손지,,0,127.103831,37.55469
P57848,아차산·용마산,112150201,훼손,훼손지,,0,127.103904,37.554726
P57849,아차산·용마산,112150201,재난기구,기타,,0,127.103976,37.554812
P57850,아차산·용마산,112150201,시설물,시설물(운동기구 등),,0,127.100243,37.552542
P57851,아차산·용마산,112150201,시설물,시설물(운동기구 등),,0,127.099969,37.552946
P57852,아차산·용마산,112150201,시설물,시설물(운동기구 등),,0,127.100027,37.552931
P57853,아차산·용마산,112150201,목계단,기타,,0,127.100519,37.55301
P57854,아차산·용마산,112150201,가로등,가로등,,0,127.100553,37.552874
P57855,아차산·용마산,112150201,목계단,기타,,0,127.100553,37.552844
P57856,아차산·용마산,112150201,가로등,가로등,,0,127.100487,37.552717
P57857,아차산·용마산,112150201,벤치,벤치,,0,127.100469,37.552698
P57858,아차산·용마산,112150201,목계단,기타,,0,127.100551,37.552569
P57859,아차산·용마산,112150201,이정표,이정표,,0,127.100591,37.552413
P57860,아차산·용마산,112150201,목계단,기타,,0,127.100586,37.552385
P57861,아차산·용마산,112150201,화장실,화장실,,0,127.100396,37.552312
P57862,아차산·용마산,112150201,재난기구,기타,,0,127.100874,37.553103
P57863,아차산·용마산,112150201,벤치,벤치,,0,127.100794,37.55301
P57864,아차산·용마산,112150201,훼손,훼손지,,0,127.100982,37.552963
P57865,아차산·용마산,112150201,훼손,훼손지,,0,127.101014,37.552979
P57866,아차산·용마산,112150201,훼손,훼손지,,0,127.101073,37.552999
P57867,아차산·용마산,112150201,훼손,훼손지,,0,127.101102,37.553012
P57868,아차산·용마산,112150201,벤치,벤치,,0,127.101455,37.552883
P57869,아차산·용마산,112150201,가로등,가로등,,0,127.101204,37.552877
P57870,아차산·용마산,112150201,벤치,벤치,,0,127.100734,37.552851
P57871,아차산·용마산,112150201,운동기구,시설물(운동기구 등),,0,127.100713,37.552748
P57872,아차산·용마산,112150201,벤치,벤치,,0,127.100789,37.552786
P57873,아차산·용마산,112150201,벤치,벤치,,0,127.10154,37.552883
P57874,아차산·용마산,112150201,훼손,훼손지,,0,127.102767,37.552027
P57875,아차산·용마산,112150201,훼손,훼손지,,0,127.102793,37.552008
P57876,아차산·용마산,112150201,훼손,훼손지,,0,127.102842,37.55199
P57877,아차산·용마산,112150201,훼손,훼손지,,0,127.102862,37.551965
P57878,아차산·용마산,112150201,벤치,벤치,,0,127.102873,37.551964
P57879,아차산·용마산,112150201,정자,정자,,0,127.102928,37.551969
P57880,아차산·용마산,112150201,음수대,음수대,,0,127.103037,37.552006
P57881,아차산·용마산,112150201,가로등,가로등,,0,127.103224,37.551879
P57882,아차산·용마산,112150201,안내판,안내판또는지도,,0,127.103272,37.551851
P57883,아차산·용마산,112150201,안내판,안내판또는지도,,0,127.103524,37.552196
P57884,아차산·용마산,112150201,가로등,가로등,,0,127.103433,37.552193
P57885,아차산·용마산,112150201,가로등,가로등,,0,127.103033,37.552226
P57886,아차산·용마산,112150201,오동나무,주요나무,,0,127.102954,37.552196
P57887,아차산·용마산,112150201,가로등,가로등,,0,127.10276,37.552132
P57888,아차산·용마산,112150201,가로등,가로등,,0,127.102605,37.552094
P57889,아차산·용마산,112150201,가로등,가로등,,0,127.102309,37.552088
P57890,아차산·용마산,112150201,벤치,벤치,,0,127.102178,37.552102
P57891,아차산·용마산,112150201,벤치,벤치,,0,127.102027,37.552109
P57892,아차산·용마산,112150201,가로등,가로등,,0,127.101989,37.552118
P57893,아차산·용마산,112150201,벤치,벤치,,0,127.101811,37.55218
P57894,아차산·용마산,112150201,가로등,가로등,,0,127.101719,37.552217
P57895,아차산·용마산,112150201,벤치,벤치,,0,127.101574,37.552263
P57896,아차산·용마산,112150201,가로등,가로등,,0,127.101411,37.552288
P57897,아차산·용마산,112150201,가로등,가로등,,0,127.100665,37.552395
P57898,아차산·용마산,112150201,안내판,안내판또는지도,,0,127.102089,37.552263
P57899,아차산·용마산,112150201,벤치,벤치,,0,127.102017,37.55227
P57900,아차산·용마산,112150201,벤치,벤치,,0,127.10198,37.552273
P57901,아차산·용마산,112150201,벤치,벤치,,0,127.101789,37.552338
P57902,아차산·용마산,112150201,벤치,벤치,,0,127.101727,37.552358
P57903,아차산·용마산,112150201,벤치,벤치,,0,127.101663,37.552355
P57904,아차산·용마산,112150201,벤치,벤치,,0,127.101745,37.552524
P57905,아차산·용마산,112150201,훼손,훼손지,,0,127.101868,37.552473
P57906,아차산·용마산,112150201,훼손,훼손지,,0,127.101889,37.552451
P57907,아차산·용마산,112150201,훼손,훼손지,,0,127.101233,37.553113
P57908,아차산·용마산,112150201,훼손,훼손지,,0,127.101223,37.553134
P57909,아차산·용마산,112150201,벤치,벤치,,0,127.103816,37.55208
P57910,아차산·용마산,112150201,가로등,가로등,,0,127.101652,37.551408
P57911,아차산·용마산,112150201,가로등,가로등,,0,127.101557,37.551719
P57912,아차산·용마산,112150201,가로등,가로등,,0,127.101342,37.552079
P57913,아차산·용마산,112150201,가로등,가로등,,0,127.101551,37.552157
P57914,아차산·용마산,112150201,가로등,가로등,,0,127.101875,37.551889
P57915,아차산·용마산,112150201,시설물,시설물(운동기구 등),,0,127.102713,37.551874
P57916,아차산·용마산,112150201,벤치,벤치,,0,127.103498,37.552714
P57917,아차산·용마산,112150201,벤치,벤치,,0,127.103512,37.552742
P57918,아차산·용마산,112150201,벤치,벤치,,0,127.101754,37.552419
P57919,아차산·용마산,112150201,안내판,안내판또는지도,,0,127.096064,37.562381
P57920,아차산·용마산,112150201,가로등,가로등,,0,127.09585,37.562268
P57921,아차산·용마산,112150201,가로등,가로등,,0,127.095943,37.562407
P57922,아차산·용마산,112150201,가로등,가로등,,0,127.095967,37.562547
P57923,아차산·용마산,112150201,가로등,가로등,,0,127.095982,37.562678
P57924,아차산·용마산,112150201,가로등,가로등,,0,127.096002,37.562849
P57925,아차산·용마산,112150201,벤치,벤치,,0,127.096099,37.562997
P57926,아차산·용마산,112150201,가로등,가로등,,0,127.096134,37.563073
P57927,아차산·용마산,112150201,화장실,화장실,,0,127.096099,37.563105
P57928,아차산·용마산,112150201,기타(쉼터),기타,,0,127.096197,37.5632
P57929,아차산·용마산,112150201,가로등,가로등,,0,127.096252,37.563289
P57930,아차산·용마산,112150201,가로등,가로등,,0,127.096375,37.563734
P57931,아차산·용마산,112150201,목계단,기타,,0,127.096461,37.563895
P57932,아차산·용마산,112150201,목계단,기타,,0,127.096467,37.563904
P57933,아차산·용마산,112150201,다리,기타,,0,127.096495,37.563898
P57934,아차산·용마산,112150201,다리,기타,,0,127.09663,37.563976
P57935,아차산·용마산,112150201,목계단,기타,,0,127.096635,37.563979
P57936,아차산·용마산,112150201,가로등,가로등,,0,127.096644,37.564004
P57937,아차산·용마산,112150201,목계단,기타,,0,127.096736,37.564161
P57938,아차산·용마산,112150201,시설물,시설물(운동기구 등),,0,127.0968,37.564386
P57939,아차산·용마산,112150201,벤치,벤치,,0,127.096792,37.564435
P57940,아차산·용마산,112150201,가로등,가로등,,0,127.09686,37.564698
P57941,아차산·용마산,112150201,가로등,가로등,,0,127.096955,37.564878
P57942,아차산·용마산,112150201,다리,기타,,0,127.097003,37.564968
P57943,아차산·용마산,112150201,다리,기타,,0,127.09708,37.56506
P57944,아차산·용마산,112150201,목계단,기타,,0,127.097186,37.565135
P57945,아차산·용마산,112150201,목계단,기타,,0,127.097264,37.565181
P57946,아차산·용마산,112150201,벤치,벤치,,0,127.097356,37.565269
P57947,아차산·용마산,112150201,벤치,벤치,,0,127.09742,37.565324
P57948,아차산·용마산,112150201,벤치,벤치,,0,127.097461,37.565397
P57949,아차산·용마산,112150201,재난기구,기타,,0,127.097492,37.565455
P57950,아차산·용마산,112150201,가로등,가로등,,0,127.097517,37.565501
P57951,아차산·용마산,112150201,목계단,기타,,0,127.09757,37.565545
P57952,아차산·용마산,112150201,목계단,기타,,0,127.097878,37.565752
P57953,아차산·용마산,112150201,가로등,가로등,,0,127.097878,37.565809
P57954,아차산·용마산,112150201,가로등,가로등,,0,127.098025,37.565916
P57955,아차산·용마산,112150201,가로등,가로등,,0,127.098236,37.565994
P57956,아차산·용마산,112150201,벤치,벤치,,0,127.098336,37.566109
P57957,아차산·용마산,112150201,벤치,벤치,,0,127.098358,37.566111
P57958,아차산·용마산,112150201,벤치,벤치,,0,127.098371,37.566114
P57959,아차산·용마산,112150201,가로등,가로등,,0,127.098394,37.566118
P57960,아차산·용마산,112150201,벤치,벤치,,0,127.098737,37.566592
P57961,아차산·용마산,112150201,벤치,벤치,,0,127.099879,37.568252
P57962,아차산·용마산,112150201,안내판,안내판또는지도,,0,127.099894,37.568276
P57963,아차산·용마산,112150201,벤치,벤치,,0,127.100226,37.568497
P57964,아차산·용마산,112150201,벤치,벤치,,0,127.100334,37.568506
P57965,아차산·용마산,112150201,벤치,벤치,,0,127.100395,37.568535
P57966,아차산·용마산,112150201,벤치,벤치,,0,127.100482,37.568564
P57967,아차산·용마산,112150201,벤치,벤치,,0,127.100518,37.5686
P57968,아차산·용마산,112150201,벤치,벤치,,0,127.100544,37.568621
P57969,아차산·용마산,112150201,벤치,벤치,,0,127.100598,37.568641
P57970,아차산·용마산,112150201,벤치,벤치,,0,127.100608,37.568674
P57971,아차산·용마산,112150201,벤치,벤치,,0,127.100799,37.56884
P57972,아차산·용마산,112150201,벤치,벤치,,0,127.101097,37.569116
P57973,아차산·용마산,112150201,안내판,안내판또는지도,,0,127.10112,37.569184
P57974,아차산·용마산,112150201,벤치,벤치,,0,127.101133,37.569217
P57975,아차산·용마산,112150201,벤치,벤치,,0,127.101143,37.569268
P57976,아차산·용마산,112150201,목계단,기타,,0,127.101194,37.569579
P57977,아차산·용마산,112150201,목계단,기타,,0,127.101213,37.569696
P57978,아차산·용마산,112150201,목계단,기타,,0,127.101658,37.570143
P57979,아차산·용마산,112150201,목계단,기타,,0,127.101659,37.570179
P57980,아차산·용마산,112150201,목계단,기타,,0,127.101856,37.570257
P57981,아차산·용마산,112150201,목계단,기타,,0,127.101924,37.570432
P57982,아차산·용마산,112150201,벤치,벤치,,0,127.102178,37.570853
P57983,아차산·용마산,112150201,목계단,기타,,0,127.102352,37.571168
P57984,아차산·용마산,112150201,목계단,기타,,0,127.102451,37.571327
P57985,아차산·용마산,112150201,목계단,기타,,0,127.102865,37.571867
P57986,아차산·용마산,112150201,목계단,기타,,0,127.102921,37.57196
P57987,아차산·용마산,112150201,목계단,기타,,0,127.102989,37.57202
P57988,아차산·용마산,112150201,목계단,기타,,0,127.103115,37.572122
P57989,아차산·용마산,112150201,가로등,가로등,,0,127.096531,37.56325
P57990,아차산·용마산,112150201,다리,기타,,0,127.09637,37.562956
P57991,아차산·용마산,112150201,다리,기타,,0,127.096458,37.562896
P57992,아차산·용마산,112150201,정자,정자,,0,127.096399,37.562781
P57993,아차산·용마산,112150201,배드민턴장,기타,,0,127.096349,37.562552
P57994,아차산·용마산,112150201,관리사무소,기타,,0,127.096243,37.562285
P57995,아차산·용마산,112150201,가로등,가로등,,0,127.096227,37.562508
P57996,아차산·용마산,112150201,가로등,가로등,,0,127.096317,37.562732
P57997,아차산·용마산,112150201,음수대,음수대,,0,127.096346,37.562772
P57998,아차산·용마산,112150201,벤치,벤치,,0,127.096475,37.563204
P57999,아차산·용마산,112150201,가로등,가로등,,0,127.09642,37.563125
P58000,아차산·용마산,112150201,가로등,가로등,,0,127.096307,37.563008
P58001,아차산·용마산,112150201,가로등,가로등,,0,127.096175,37.562888
P58002,아차산·용마산,112150201,가로등,가로등,,0,127.096133,37.562878
P58003,아차산·용마산,112150201,가로등,가로등,,0,127.096398,37.56339
P58004,아차산·용마산,112150201,재난기구,기타,,0,127.096104,37.563856
P58005,아차산·용마산,112150201,안내판,안내판또는지도,,0,127.095855,37.564142
P58006,아차산·용마산,112150201,송전탑,기타,,0,127.096215,37.56799
P58007,아차산·용마산,112150201,훼손,훼손지,,0,127.096184,37.56851
P58008,아차산·용마산,112150201,훼손,훼손지,,0,127.096181,37.568531
P58009,아차산·용마산,112150201,훼손,훼손지,,0,127.095182,37.568647
P58010,아차산·용마산,112150201,훼손,훼손지,,0,127.095184,37.568624
P58011,아차산·용마산,112150201,훼손,훼손지,,0,127.09495,37.56848
P58012,아차산·용마산,112150201,훼손,훼손지,,0,127.094915,37.568484
P58013,아차산·용마산,112150201,재난기구,기타,,0,127.097048,37.564458
P58014,아차산·용마산,112150201,벤치,벤치,,0,127.099021,37.564487
P58015,아차산·용마산,112150201,음수대,음수대,,0,127.099053,37.564504
P58016,아차산·용마산,112150201,체육회,기타,,0,127.098427,37.564733
P58017,아차산·용마산,112150201,벤치,벤치,,0,127.0981,37.564818
P58018,아차산·용마산,112150201,벤치,벤치,,0,127.098062,37.564862
P58019,아차산·용마산,112150201,벤치,벤치,,0,127.098139,37.566175
P58020,아차산·용마산,112150201,재난기구,기타,,0,127.098136,37.566229
P58021,아차산·용마산,112150201,벤치,벤치,,0,127.098279,37.566221
P58022,아차산·용마산,112150201,체육회,기타,,0,127.097781,37.567174
P58023,아차산·용마산,112150201,음수대,음수대,,0,127.097763,37.567396
P58024,아차산·용마산,112150201,안내판,안내판또는지도,,0,127.095757,37.562213
P58025,아차산·용마산,112150201,안내판,안내판또는지도,,0,127.095667,37.562291
P58026,아차산·용마산,112150201,벤치,벤치,,0,127.095559,37.562356
P58027,아차산·용마산,112150201,재난기구,기타,,0,127.095557,37.56234
P58028,아차산·용마산,112150201,훼손,훼손지,,0,127.095358,37.562423
P58029,아차산·용마산,112150201,훼손,훼손지,,0,127.095322,37.562423
P58030,아차산·용마산,112150201,훼손,훼손지,,0,127.095171,37.562425
P58031,아차산·용마산,112150201,훼손,훼손지,,0,127.095157,37.562426
P58032,아차산·용마산,112150201,안내판,안내판또는지도,,0,127.09349,37.563546
P58033,아차산·용마산,112150201,송전탑,기타,,0,127.09355,37.56432
P58034,아차산·용마산,112150201,용마산2보루,기타,,0,127.093946,37.566781
P58035,아차산·용마산,112150201,송전탑,기타,,0,127.09392,37.566879
P58036,아차산·용마산,112150201,시설물,시설물(운동기구 등),,0,127.094058,37.56756
P58037,아차산·용마산,112150201,가로등,가로등,,0,127.091631,37.56293
P58038,아차산·용마산,112150201,가로등,가로등,,0,127.091321,37.562932
P58039,아차산·용마산,112150201,가로등,가로등,,0,127.0911,37.562647
P58040,아차산·용마산,112150201,가로등,가로등,,0,127.091035,37.562387
P58041,아차산·용마산,112150201,가로등,가로등,,0,127.090943,37.562048
P58042,아차산·용마산,112150201,가로등,가로등,,0,127.09082,37.561802
P58043,아차산·용마산,112150201,안내판,안내판또는지도,,0,127.090802,37.56181
P58044,아차산·용마산,112150201,벤치,벤치,,0,127.091781,37.562965
P58045,아차산·용마산,112150201,시설물,시설물(운동기구 등),,0,127.092169,37.563508
P58046,아차산·용마산,112150201,시설물,시설물(운동기구 등),,0,127.091877,37.563538
P58047,아차산·용마산,112150201,시설물,시설물(운동기구 등),,0,127.09189,37.563477
P58048,아차산·용마산,112150201,시설물,시설물(운동기구 등),,0,127.0919,37.563342
P58049,아차산·용마산,112150201,시설물,시설물(운동기구 등),,0,127.091898,37.563306
P58050,아차산·용마산,112150201,벤치,벤치,,0,127.091568,37.563004
P58051,아차산·용마산,112150201,시설물,시설물(운동기구 등),,0,127.092141,37.564161
P58052,아차산·용마산,112150201,목계단,기타,,0,127.091907,37.56359
P58053,아차산·용마산,112150201,목계단,기타,,0,127.090485,37.561793
P58054,아차산·용마산,112150201,목계단,기타,,0,127.090257,37.561967
P58055,아차산·용마산,112150201,재난기구,기타,,0,127.090331,37.562266
P58056,아차산·용마산,112150201,송전탑,기타,,0,127.091976,37.56477
P58057,아차산·용마산,112150201,용마산2보루,기타,,0,127.092495,37.565178
P58058,아차산·용마산,112150201,송전탑,기타,,0,127.091713,37.56548
P58059,아차산·용마산,112150201,송전탑,기타,,0,127.088944,37.564996
P58060,아차산·용마산,112150201,안내판,안내판또는지도,,0,127.08876,37.564776
P58061,아차산·용마산,112150201,가로등,가로등,,0,127.088645,37.564687
P58062,아차산·용마산,112150201,안내판,안내판또는지도,,0,127.089694,37.56832
P58063,아차산·용마산,112150201,재난기구,기타,,0,127.089991,37.568385
P58064,아차산·용마산,112150201,가로등,가로등,,0,127.090178,37.567681
P58065,아차산·용마산,112150201,다리,기타,,0,127.090311,37.567847
P58066,아차산·용마산,112150201,벤치,벤치,,0,127.090275,37.567918
P58067,아차산·용마산,112150201,이정표,이정표,,0,127.089709,37.568178
P58068,아차산·용마산,112150201,목계단,기타,,0,127.089873,37.568178
P58069,아차산·용마산,112150201,벤치,벤치,,0,127.090016,37.568161
P58070,아차산·용마산,112150201,벤치,벤치,,0,127.090127,37.568144
P58071,아차산·용마산,112150201,가로등,가로등,,0,127.0902,37.568131
P58072,아차산·용마산,112150201,재난기구,기타,,0,127.090453,37.568116
P58073,아차산·용마산,112150201,벤치,벤치,,0,127.091922,37.568347
P58074,아차산·용마산,112150201,벤치,벤치,,0,127.09227,37.568426
P58075,아차산·용마산,112150201,제2헬기장,헬기장,,0,127.100833,37.573382
P58076,아차산·용마산,112150201,목계단,기타,,0,127.095508,37.556287
P58077,아차산·용마산,112150201,목계단,기타,,0,127.095759,37.556614
P58078,아차산·용마산,112150201,목계단,기타,,0,127.0961,37.556646
P58079,아차산·용마산,112150201,목계단,기타,,0,127.096341,37.556624
P58080,아차산·용마산,112150201,재난기구,기타,,0,127.09763,37.557053
P58081,아차산·용마산,112150201,벤치,벤치,,0,127.102631,37.558681
P58082,아차산·용마산,112150201,시설물,시설물(운동기구 등),,0,127.102603,37.558608
P58083,아차산·용마산,112150201,시설물,시설물(운동기구 등),,0,127.102405,37.558429
P58084,아차산·용마산,112150201,정자,정자,,0,127.102244,37.558362
P58085,아차산·용마산,112150201,안내판,안내판또는지도,,0,127.102235,37.555784
P58086,아차산·용마산,112150201,벤치,벤치,,0,127.102194,37.55579
P58087,아차산·용마산,112150201,가로등,가로등,,0,127.101031,37.555062
P58088,아차산·용마산,112150201,가로등,가로등,,0,127.100763,37.554946
P58089,아차산·용마산,112150201,가로등,가로등,,0,127.100487,37.5549
P58090,아차산·용마산,112150201,가로등,가로등,,0,127.100252,37.554897
P58091,아차산·용마산,112150201,가로등,가로등,,0,127.099991,37.554984
P58092,아차산·용마산,112150201,가로등,가로등,,0,127.099792,37.555171
P58093,아차산·용마산,112150201,가로등,가로등,,0,127.099552,37.555294
P58094,아차산·용마산,112150201,가로등,가로등,,0,127.099193,37.555274
P58095,아차산·용마산,112150201,가로등,가로등,,0,127.098852,37.555206
P58096,아차산·용마산,112150201,가로등,가로등,,0,127.098358,37.555064
P58097,아차산·용마산,112150201,벤치,벤치,,0,127.101188,37.553886
P58098,아차산·용마산,112150201,재난기구,기타,,0,127.097367,37.555061
P58099,아차산·용마산,112150201,가로등,가로등,,0,127.097249,37.554473
P58100,아차산·용마산,112150201,안내판,안내판또는지도,,0,127.097449,37.55452
P58101,아차산·용마산,112150201,벤치,벤치,,0,127.097586,37.554589
P58102,아차산·용마산,112150201,가로등,가로등,,0,127.097715,37.554641
P58103,아차산·용마산,112150201,가로등,가로등,,0,127.097887,37.554717
P58104,아차산·용마산,112150201,안내판,안내판또는지도,,0,127.098004,37.554771
