segment_id,mountain_group,source_code,region,section_name,length_km,difficulty,up_min,down_min,surface,risk_note,start_node,end_node,park_flag,polyline
S35182,아차산·용마산,112150201,서울,중곡동구간,0.13,쉬움,2,2,토사,,N00066,N00015,1,"[[127.090471,37.568697],[127.090414,37.568693],[127.09031,37.568678],[127.090208,37.568689],[127.08998,37.568769],[127.089916,37.568802],[127.089885,37.568849],[127.089866,37.568879],[127.089876,37.568911],[127.089883,37.568973],[127.089963,37.569006],[127.089877,37.569073],[127.089854,37.569109],[127.089873,37.569134],[127.089784,37.569173],[127.089775,37.569228],[127.089799,37.569288],[127.089782,37.569369],[127.089767,37.569407]]"
S35183,아차산·용마산,112150201,서울,중곡동구간,0.11,쉬움,2,1,토사,,N00067,N00066,1,"[[127.089523,37.568257],[127.089596,37.568313],[127.089704,37.568309],[127.089881,37.568349],[127.090042,37.568425],[127.09008,37.568458],[127.090179,37.568511],[127.090322,37.568533],[127.090494,37.568657],[127.090471,37.568697]]"
S35184,아차산·용마산,112150201,서울,중곡동구간,0.04,쉬움,1,0,토사,,N00068,N00069,1,"[[127.091472,37.563691],[127.091412,37.563744],[127.091261,37.563758],[127.091103,37.563836]]"
S35185,아차산·용마산,112150201,서울,중곡동구간,0.05,쉬움,1,1,토사,,N00070,N00062,1,"[[127.091398,37.564044],[127.09146,37.564189],[127.091569,37.564293],[127.091592,37.56437],[127.091644,37.564427]]"
S35186,아차산·용마산,112150201,서울,중곡동구간,0.04,쉬움,1,0,토사,,N00068,N00070,1,"[[127.091472,37.563691],[127.091476,37.563796],[127.091454,37.56381],[127.091503,37.563928],[127.091398,37.564044]]"
S35187,아차산·용마산,112150201,서울,중곡동구간,0.05,쉬움,1,1,토사,,N00061,N00068,1,"[[127.091963,37.563552],[127.091912,37.563565],[127.091883,37.563588],[127.091825,37.563654],[127.091713,37.563692],[127.091623,37.563705],[127.091541,37.563689],[127.091506,37.56366],[127.091472,37.563691]]"
S35188,아차산·용마산,112150201,서울,중곡동구간,0.03,쉬움,1,0,토사,,N00071,N00058,0,"[[127.093488,37.56355],[127.09349,37.563599],[127.093514,37.563672],[127.093492,37.563712],[127.093489,37.563778]]"
S35189,아차산·용마산,112150201,서울,중곡동구간,0.03,쉬움,1,0,토사,,N00030,N00072,0,"[[127.093661,37.562768],[127.093612,37.562821],[127.093615,37.562878],[127.093593,37.562911],[127.093596,37.562941],[127.09356,37.562971],[127.093517,37.563027]]"
S35190,아차산·용마산,112150201,서울,중곡동구간,0.01,쉬움,1,0,토사,,N00052,N00041,0,"[[127.095595,37.56993],[127.095554,37.569934],[127.095533,37.569938],[127.095499,37.569955]]"
S35191,아차산·용마산,112150201,서울,중곡동구간,0.02,쉬움,1,0,토사,,N00053,N00036,0,"[[127.095958,37.569458],[127.095946,37.569475],[127.095904,37.569511],[127.09586,37.569549],[127.095791,37.56958],[127.095777,37.569586]]"
S35192,아차산·용마산,112150201,서울,중곡동구간,0.37,쉬움,7,5,토사,,N00073,N00034,0,"[[127.095664,37.566264],[127.095725,37.566244],[127.095787,37.566195],[127.095869,37.566206],[127.095941,37.566187],[127.096015,37.566171],[127.096098,37.566084],[127.096184,37.566083],[127.096242,37.566153],[127.096209,37.566272],[127.096246,37.566316],[127.096224,37.566363],[127.096216,37.566423],[127.096248,37.56645],[127.09627,37.56647],[127.096269,37.566521],[127.096288,37.566595],[127.096262,37.566635],[127.096266,37.566703],[127.096274,37.5668],[127.096279,37.566867],[127.096271,37.566933],[127.096264,37.567021],[127.096292,37.567102],[127.096251,37.567175],[127.096303,37.56731],[127.096286,37.567371],[127.096223,37.5674],[127.096233,37.567572],[127.096172,37.567682],[127.096185,37.567719],[127.096237,37.567783],[127.096287,37.567822],[127.096282,37.567862],[127.096219,37.567925],[127.096156,37.56801],[127.096153,37.568053],[127.09618,37.568137],[127.096219,37.56817],[127.096234,37.568229],[127.096218,37.568324],[127.096195,37.568372],[127.096178,37.568423],[127.096169,37.568495],[127.096166,37.568567],[127.09615,37.568622],[127.096187,37.568666],[127.096204,37.5687],[127.096204,37.5687]]"
S35193,아차산·용마산,112150201,서울,중곡동구간,0.34,쉬움,6,4,토사,,N00074,N00073,0,"[[127.096322,37.563598],[127.096245,37.563669],[127.096194,37.563697],[127.096149,37.563753],[127.096104,37.563799],[127.096103,37.563839],[127.096101,37.563879],[127.096063,37.563894],[127.096041,37.563909],[127.095984,37.563959],[127.095935,37.564002],[127.095918,37.564056],[127.095875,37.564075],[127.095823,37.564132],[127.09578,37.564188],[127.095736,37.564253],[127.095706,37.564327],[127.095683,37.564384],[127.095662,37.564455],[127.095641,37.564524],[127.095661,37.564571],[127.095672,37.564602],[127.095694,37.564643],[127.095644,37.564712],[127.095667,37.564777],[127.09561,37.564818],[127.095579,37.564852],[127.09556,37.564916],[127.095552,37.564968],[127.09555,37.565013],[127.095508,37.56504],[127.095483,37.565086],[127.095502,37.565112],[127.095502,37.565149],[127.095491,37.565186],[127.095505,37.565238],[127.095514,37.565331],[127.095525,37.565381],[127.09555,37.565431],[127.095518,37.565483],[127.095515,37.565516],[127.095548,37.565547],[127.095585,37.565607],[127.095554,37.565638],[127.09556,37.565676],[127.095594,37.565735],[127.095587,37.565771],[127.095608,37.565838],[127.095571,37.56587],[127.095558,37.565906],[127.095543,37.565955],[127.095522,37.566004],[127.095517,37.566056],[127.095571,37.566092],[127.095582,37.566141],[127.095574,37.566203],[127.095615,37.566233],[127.095664,37.566264]]"
S35194,아차산·용마산,112150201,서울,중곡동구간,0.06,쉬움,1,1,토사,,N00050,N00009,1,"[[127.096468,37.563905],[127.096551,37.56394],[127.096619,37.563997],[127.09666,37.564041],[127.096688,37.564075],[127.096725,37.564129],[127.096709,37.564176],[127.096714,37.564221],[127.096733,37.564271],[127.096753,37.56432],[127.096768,37.564384]]"
S35195,아차산·용마산,112150201,서울,중곡동구간,0.02,쉬움,1,0,토사,,N00075,N00074,1,"[[127.096314,37.563396],[127.096328,37.56346],[127.096314,37.563544],[127.096322,37.563598],[127.096322,37.563598]]"
S35196,아차산·용마산,112150201,서울,중곡동구간,0.07,쉬움,1,1,토사,,N00043,N00075,1,"[[127.095998,37.562824],[127.096106,37.563027],[127.096124,37.5631],[127.096162,37.563133],[127.096214,37.563251],[127.09627,37.563294],[127.096298,37.563358],[127.096314,37.563396]]"
S35197,아차산·용마산,112150201,서울,중곡동구간,0.01,쉬움,1,0,토사,,N00045,N00076,1,"[[127.096254,37.562306],[127.096178,37.562384]]"
S35198,아차산·용마산,112150201,서울,중곡동구간,0.06,쉬움,1,1,토사,,N00076,N00044,1,"[[127.096178,37.562384],[127.0962,37.562401],[127.096193,37.562477],[127.096204,37.562567],[127.096213,37.562612],[127.09628,37.56272],[127.096336,37.562769],[127.096366,37.562783],[127.096426,37.562829]]"
S35199,아차산·용마산,112150201,서울,중곡동구간,0.02,쉬움,1,0,토사,,N00042,N00075,1,"[[127.096474,37.563307],[127.096421,37.563322],[127.096363,37.563364],[127.096314,37.563396]]"
S35200,아차산·용마산,112150201,서울,중곡동구간,0.29,쉬움,5,4,토사,,N00035,N00073,0,"[[127.095106,37.568485],[127.095096,37.568437],[127.095112,37.56841],[127.09517,37.568363],[127.095209,37.568336],[127.095242,37.568326],[127.095287,37.568278],[127.095273,37.568174],[127.095285,37.568074],[127.095311,37.56802],[127.095321,37.567959],[127.095376,37.567881],[127.095387,37.567858],[127.095332,37.567827],[127.095326,37.567722],[127.095404,37.567625],[127.095369,37.567505],[127.0953,37.567465],[127.09529,37.567429],[127.095299,37.567374],[127.095294,37.567343],[127.095321,37.567301],[127.095342,37.567271],[127.095339,37.567247],[127.095366,37.567214],[127.095369,37.567182],[127.095339,37.567083],[127.095287,37.567047],[127.095286,37.566996],[127.095301,37.566965],[127.095258,37.566914],[127.09527,37.566865],[127.095229,37.566821],[127.095283,37.56671],[127.09545,37.566613],[127.095478,37.566522],[127.095533,37.566462],[127.095502,37.566433],[127.095553,37.566335],[127.095664,37.566264]]"
S35201,아차산·용마산,112150201,서울,중곡동구간,0.08,쉬움,1,1,토사,,N00058,N00077,0,"[[127.093489,37.563778],[127.093498,37.563825],[127.093493,37.563875],[127.093494,37.563927],[127.093532,37.563969],[127.093532,37.564031],[127.093557,37.564085],[127.093534,37.564161],[127.093552,37.564187],[127.093516,37.56423],[127.093544,37.564275],[127.093531,37.564316],[127.093514,37.564353],[127.093509,37.564386],[127.093554,37.564428]]"
S35202,아차산·용마산,112150201,서울,중곡동구간,0.1,쉬움,2,1,토사,,N00072,N00071,1,"[[127.093517,37.563027],[127.093439,37.563004],[127.093343,37.562992],[127.09325,37.563035],[127.093186,37.563045],[127.093174,37.563114],[127.093257,37.563153],[127.093256,37.563208],[127.093273,37.563266],[127.093269,37.563323],[127.09328,37.563392],[127.093337,37.56341],[127.093358,37.563469],[127.093403,37.563507],[127.093449,37.563537],[127.093488,37.56355]]"
S35203,아차산·용마산,112150201,서울,중곡동구간,0.11,쉬움,2,1,토사,,N00057,N00061,1,"[[127.092233,37.56276],[127.092247,37.5628],[127.092318,37.562834],[127.092361,37.562886],[127.09235,37.562953],[127.092391,37.563004],[127.092391,37.563094],[127.092371,37.56316],[127.092315,37.563192],[127.092274,37.563271],[127.092196,37.563358],[127.092148,37.563442],[127.092112,37.563532],[127.092021,37.563564],[127.091963,37.563552]]"
S35204,아차산·용마산,112150201,서울,중곡동구간,0.08,쉬움,1,1,토사,,N00062,N00047,1,"[[127.091644,37.564427],[127.091679,37.564474],[127.091722,37.564508],[127.091759,37.564533],[127.091835,37.564572],[127.091866,37.564671],[127.091919,37.564711],[127.091944,37.564753],[127.091986,37.564794],[127.092024,37.564837],[127.092058,37.564871],[127.092068,37.564895],[127.092134,37.564937],[127.09216,37.565022]]"
S35205,아차산·용마산,112150201,서울,중곡동구간,0.32,쉬움,6,4,토사,,N00069,N00028,1,"[[127.091103,37.563836],[127.09102,37.563826],[127.090965,37.563787],[127.090906,37.563777],[127.090879,37.563731],[127.090778,37.563695],[127.090725,37.563647],[127.09066,37.563634],[127.090639,37.563605],[127.090637,37.563545],[127.090594,37.563505],[127.09055,37.563464],[127.090533,37.563386],[127.090483,37.563318],[127.090474,37.563265],[127.09049,37.563223],[127.090457,37.563179],[127.09046,37.563123],[127.090489,37.56309],[127.090503,37.563048],[127.090498,37.563008],[127.090474,37.562973],[127.090468,37.562901],[127.090464,37.562861],[127.090411,37.562834],[127.090419,37.562793],[127.090421,37.562755],[127.090398,37.562655],[127.090331,37.562541],[127.090307,37.562504],[127.090305,37.56247],[127.090315,37.562432],[127.090315,37.562409],[127.090305,37.562376],[127.090313,37.562343],[127.09036,37.562294],[127.090363,37.562257],[127.090296,37.562225],[127.090294,37.562177],[127.090301,37.562127],[127.090224,37.562067],[127.090226,37.56202],[127.090249,37.561983],[127.090216,37.561927],[127.090225,37.561883],[127.090271,37.561842],[127.090411,37.561817],[127.090474,37.56181],[127.090517,37.561776],[127.0906,37.561795],[127.090676,37.561828],[127.09074,37.561834],[127.090798,37.561826]]"
S35206,아차산·용마산,112150201,서울,중곡동구간,0.04,쉬움,1,0,토사,,N00069,N00070,1,"[[127.091103,37.563836],[127.091117,37.563879],[127.091179,37.5639],[127.091197,37.563942],[127.091258,37.563976],[127.091355,37.563969],[127.091398,37.564044]]"
S35207,아차산·용마산,112150201,서울,중곡동구간,0.04,쉬움,1,0,토사,,N00046,N00077,0,"[[127.093443,37.564813],[127.093463,37.564736],[127.093487,37.56464],[127.093482,37.564595],[127.093522,37.564551],[127.093532,37.564514],[127.093531,37.564469],[127.093554,37.564428]]"
S35208,아차산·용마산,112150201,서울,광장동구간,0.12,쉬움,2,1,토사,,N00078,N00079,0,"[[127.102359,37.553157],[127.102371,37.553236],[127.102381,37.553354],[127.102473,37.553425],[127.102654,37.55351],[127.102822,37.55354],[127.102921,37.553591],[127.103056,37.553692],[127.103167,37.553754],[127.103191,37.553802],[127.103196,37.553829],[127.103155,37.553856],[127.103193,37.553881]]"
S35209,아차산·용마산,112150201,서울,광장동구간,0.04,쉬움,1,0,토사,,N00080,N00081,1,"[[127.101004,37.552393],[127.100884,37.5524],[127.10069,37.552393],[127.100596,37.552386]]"
S35210,아차산·용마산,112150201,서울,광장동구간,0.02,쉬움,1,0,토사,,N00082,N00083,1,"[[127.100551,37.553124],[127.100563,37.553192],[127.100527,37.553306]]"
S35211,아차산·용마산,112150201,서울,광장동구간,0.11,쉬움,2,1,토사,,N00084,N00082,1,"[[127.10007,37.55263],[127.09999,37.552683],[127.099919,37.552739],[127.099885,37.552791],[127.099874,37.552853],[127.099882,37.552891],[127.099947,37.552944],[127.100032,37.552936],[127.100151,37.552972],[127.100327,37.553125],[127.100495,37.553159],[127.100551,37.553124]]"
S35212,아차산·용마산,112150201,서울,광장동구간,0.04,쉬움,1,0,토사,,N00084,N00085,1,"[[127.10007,37.55263],[127.100283,37.552641],[127.100377,37.552685],[127.100451,37.55267]]"
S35213,아차산·용마산,112150201,서울,광장동구간,0.07,쉬움,1,1,토사,,N00081,N00086,1,"[[127.100596,37.552386],[127.100563,37.552422],[127.100509,37.552462],[127.100445,37.552468],[127.100347,37.552468],[127.100317,37.55249],[127.1003,37.552524],[127.100256,37.552548],[127.100159,37.552564],[127.100102,37.552554],[127.100075,37.552523],[127.10001,37.552505],[127.099945,37.552517],[127.099892,37.55253]]"
S35214,아차산·용마산,112150201,서울,광장동구간,0.06,쉬움,1,1,토사,,N00087,N00088,1,"[[127.103893,37.552259],[127.103961,37.55222],[127.104,37.552184],[127.104044,37.552137],[127.104111,37.552103],[127.104189,37.552023],[127.10432,37.551952],[127.104376,37.551868]]"
S35215,아차산·용마산,112150201,서울,구의동구간,0.09,쉬움,2,1,토사,,N00089,N00090,1,"[[127.103601,37.557877],[127.103607,37.557808],[127.103587,37.557792],[127.103516,37.557775],[127.103296,37.557635],[127.103224,37.557365],[127.10322,37.557229],[127.103252,37.557185]]"
S35216,아차산·용마산,112150201,서울,구의동구간,0.02,쉬움,1,0,토사,,N00089,N00091,1,"[[127.103601,37.557877],[127.103641,37.55789],[127.103709,37.55787],[127.103762,37.557922]]"
S35217,아차산·용마산,112150201,서울,구의동구간,0.08,쉬움,1,1,토사,,N00008,N00092,1,"[[127.101058,37.553905],[127.101248,37.553871],[127.101275,37.553839],[127.101271,37.553772],[127.101203,37.553673],[127.101126,37.553465],[127.10115,37.553331]]"
S35218,아차산·용마산,112150201,서울,광장동구간,0.01,쉬움,1,0,토사,,N00093,N00094,1,"[[127.101595,37.552563],[127.101602,37.55246]]"
S35219,아차산·용마산,112150201,서울,광장동구간,0.02,쉬움,1,0,토사,,N00095,N00096,1,"[[127.101546,37.553291],[127.101506,37.553285],[127.10148,37.55325],[127.101424,37.553256],[127.101373,37.553198]]"
S35220,아차산·용마산,112150201,서울,광장동구간,0.03,쉬움,1,0,토사,,N00097,N00098,1,"[[127.101935,37.552121],[127.101936,37.552077],[127.101898,37.552035],[127.10193,37.55196],[127.101926,37.551883]]"
S35221,아차산·용마산,112150201,서울,광장동구간,0.05,쉬움,1,1,토사,,N00099,N00100,1,"[[127.102643,37.551899],[127.10263,37.551874],[127.102549,37.551871],[127.10248,37.551855],[127.102426,37.551866],[127.102347,37.551867],[127.102281,37.551835],[127.102179,37.551792]]"
S35222,아차산·용마산,112150201,서울,광장동구간,0.06,쉬움,1,1,토사,,N00101,N00102,1,"[[127.101877,37.551882],[127.101792,37.55195],[127.101735,37.552022],[127.101657,37.552048],[127.10162,37.552113],[127.101543,37.552153],[127.10147,37.552197],[127.101439,37.55224],[127.101444,37.552272]]"
S35223,아차산·용마산,112150201,서울,광장동구간,0.14,쉬움,2,2,토사,,N00103,N00080,1,"[[127.101658,37.551371],[127.101628,37.551498],[127.101579,37.551637],[127.10151,37.551703],[127.101524,37.551764],[127.101536,37.551812],[127.101517,37.551893],[127.101462,37.551964],[127.101393,37.552008],[127.101339,37.552034],[127.101284,37.552048],[127.101226,37.552084],[127.101195,37.552145],[127.10114,37.552249],[127.101071,37.552314],[127.101037,37.552342],[127.101004,37.552393]]"
S35224,아차산·용마산,112150201,서울,광장동구간,0.03,쉬움,1,0,토사,,N00104,N00105,1,"[[127.103665,37.552179],[127.103725,37.552171],[127.103782,37.552134],[127.103841,37.552104],[127.10392,37.552099]]"
S35225,아차산·용마산,112150201,서울,광장동구간,0.03,쉬움,1,0,토사,,N00106,N00107,1,"[[127.102081,37.552618],[127.102188,37.552588],[127.102311,37.552529],[127.102343,37.552487]]"
S35226,아차산·용마산,112150201,서울,광장동구간,0.01,쉬움,1,0,토사,,N00108,N00109,1,"[[127.101838,37.552779],[127.10184,37.552685]]"
S35227,아차산·용마산,112150201,서울,광장동구간,0.01,중간,1,0,토사,,N00110,N00111,1,"[[127.101682,37.552874],[127.101672,37.552783]]"
S35228,아차산·용마산,112150201,서울,광장동구간,0.04,쉬움,1,0,토사,,N00112,N00113,1,"[[127.102006,37.552614],[127.102011,37.552586],[127.101989,37.552549],[127.102009,37.552511],[127.102058,37.552492],[127.10205,37.552427],[127.101987,37.552398],[127.101922,37.552402]]"
S35229,아차산·용마산,112150201,서울,광장동구간,0.01,쉬움,1,0,토사,,N00114,N00113,1,"[[127.101867,37.552481],[127.101931,37.552417],[127.101922,37.552402]]"
S35230,아차산·용마산,112150201,서울,광장동구간,0.03,쉬움,1,0,토사,,N00115,N00116,1,"[[127.101393,37.552735],[127.101405,37.552644],[127.101448,37.55258],[127.101428,37.552496]]"
S35231,아차산·용마산,112150201,서울,광장동구간,0.05,쉬움,1,1,토사,,N00117,N00118,1,"[[127.101958,37.552834],[127.102001,37.552861],[127.102105,37.552862],[127.102161,37.552793],[127.102247,37.552764],[127.10234,37.552779],[127.102395,37.552734]]"
