node_id,lon,lat,degree
N00872,127.03739,37.401137,3
N00873,127.039126,37.394394,1
N00874,127.038364,37.401804,4
N00875,127.036614,37.403113,3
N00876,127.033862,37.404618,3
N00877,127.030448,37.406719,3
N00878,127.035142,37.411187,3
N00879,127.01345,37.413929,3
N00880,127.016855,37.413566,3
N00881,127.013459,37.416501,3
N00882,127.010063,37.415147,3
N00883,127.013486,37.413858,3
N00884,127.013139,37.412918,3
N00885,127.008559,37.412122,3
N00886,127.006834,37.413798,3
N00887,127.014354,37.419924,3
N00888,127.013638,37.417414,3
N00889,127.013557,37.41803,3
N00890,127.01298,37.420626,4
N00891,127.011556,37.422096,1
N00892,127.012204,37.425054,3
N00893,127.013469,37.41713,3
N00894,127.006881,37.41994,4
N00895,127.00823,37.422046,1
N00896,127.011359,37.424853,1
N00897,127.009825,37.426852,4
N00898,127.009733,37.425662,1
N00899,127.011273,37.427844,1
N00900,127.029101,37.440975,4
N00901,127.018894,37.435974,1
N00902,127.02521,37.443968,1
N00903,126.998229,37.415238,1
N00904,127.002582,37.41551,3
N00905,127.000773,37.417625,1
N00906,127.005022,37.417679,1
N00907,127.005972,37.417292,3
N00908,127.002452,37.4216,3
N00909,127.006074,37.420539,3
N00910,127.004364,37.422845,3
N00911,126.999256,37.423464,1
N00912,127.000515,37.425031,1
N00913,127.005918,37.430228,1
N00914,127.024136,37.394392,3
N00915,127.027927,37.401309,3
N00916,126.99216,37.402197,1
N00917,127.001108,37.405913,3
N00918,126.998106,37.408482,1
N00919,127.003839,37.395578,1
N00920,127.001786,37.411114,1
N00921,127.102005,37.457695,1
N00922,127.0258,37.405532,1
N00923,126.963924,37.584437,3
N00924,126.964897,37.589094,3
N00925,126.967564,37.59218,1
N00926,126.963373,37.579105,3
N00927,126.964842,37.579801,1
N00928,126.96568,37.57558,1
N00929,126.964062,37.583822,3
N00930,126.95803,37.59015,3
N00931,126.962549,37.590454,1
N00932,126.962818,37.585425,3
N00933,126.961892,37.586971,3
N00934,126.962474,37.58766,3
N00935,126.962842,37.588856,1
N00936,126.960979,37.577343,1
N00937,126.959909,37.57721,1
N00938,126.957969,37.584493,4
N00939,126.95789,37.584909,1
N00940,126.959204,37.592884,1
N00941,126.959116,37.592199,3
N00942,126.958843,37.596037,3
N00943,126.960916,37.598709,1
N00944,126.960101,37.593775,1
N00945,126.959085,37.594839,3
N00946,126.961675,37.58391,3
N00947,126.961917,37.583752,4
N00948,126.960358,37.585357,1
N00949,126.958226,37.598088,3
N00950,126.959525,37.598488,1
N00951,126.962531,37.581109,3
N00952,126.961896,37.581807,1
N00953,126.956759,37.582725,3
N00954,126.953161,37.581311,1
N00955,126.959343,37.582605,3
N00956,126.959525,37.582715,1
N00957,126.954629,37.586848,3
N00958,126.954881,37.586499,3
N00959,126.955998,37.583269,3
N00960,126.951464,37.589739,3
N00961,126.950118,37.591216,1
N00962,126.949711,37.589606,1
N00963,126.953766,37.587975,3
N00964,126.954366,37.586814,3
N00965,126.954843,37.586844,1
N00966,126.959154,37.586948,3
N00967,126.957263,37.587252,3
N00968,126.958069,37.591425,3
N00969,126.958141,37.59255,3
N00970,126.955075,37.595531,1
N00971,126.955763,37.594068,3
N00972,126.954391,37.595001,3
N00973,126.958077,37.590871,3
N00974,126.952706,37.59437,1
N00975,126.95698,37.598873,1
N00976,126.951827,37.586178,3
N00977,126.954962,37.584091,3
N00978,126.952623,37.592771,3
N00979,126.951698,37.592629,1
N00980,126.961996,37.582992,1
N00981,126.957308,37.588064,3
N00982,126.956142,37.588088,3
N00983,126.956788,37.58754,3
N00984,126.951821,37.58656,1
N00985,126.955669,37.591888,4
N00986,126.954602,37.592872,3
N00987,126.959168,37.586307,3
N00988,126.95782,37.588785,3
N00989,126.957723,37.582258,3
N00990,126.957607,37.582563,3
N00991,126.96197,37.578141,1
N00992,126.960045,37.591916,1
N00993,126.96416,37.592677,1
N00994,126.964068,37.580606,1
N00995,126.964758,37.583438,1
N00996,126.966631,37.600422,5
N00997,126.966727,37.60037,3
N00998,126.966196,37.592416,3
N00999,126.966358,37.592389,3
N01000,126.966476,37.601218,4
N01001,126.966651,37.600791,4
N01002,126.969502,37.600649,5
N01003,126.969221,37.600669,1
N01004,126.966431,37.593202,3
N01005,126.967609,37.596351,3
N01006,126.970433,37.600725,3
N01007,126.972153,37.600411,3
N01008,126.967206,37.599097,4
N01009,126.967893,37.599747,4
N01010,126.967725,37.600848,4
N01011,126.967219,37.600641,4
N01012,126.972578,37.600002,3
N01013,126.970242,37.598489,4
N01014,126.965928,37.601559,4
N01015,126.965231,37.601379,3
N01016,126.968728,37.600665,3
N01017,126.968516,37.600564,4
N01018,126.967644,37.601447,5
N01019,126.966324,37.601979,3
N01020,126.967869,37.600925,4
N01021,126.968356,37.60055,3
N01022,126.968709,37.600323,3
N01023,126.969198,37.599542,3
N01024,126.969175,37.599737,3
N01025,126.969121,37.600269,3
N01026,126.964775,37.6015,3
N01027,126.966507,37.598457,3
N01028,126.966856,37.599614,3
N01029,126.967499,37.599691,3
N01030,126.971127,37.599052,1
N01031,126.966461,37.600319,4
N01032,126.967703,37.600385,3
N01033,126.967119,37.598101,4
N01034,126.963559,37.597187,1
N01035,126.969142,37.602825,1
N01036,126.968327,37.602848,3
N01037,126.970303,37.597068,4
N01038,126.972836,37.6,3
N01039,126.966262,37.600241,4
N01040,126.967797,37.601112,3
N01041,126.966609,37.60014,3
N01042,126.964009,37.601634,3
N01043,126.961529,37.60171,3
N01044,126.961105,37.601735,1
N01045,126.964262,37.601858,3
N01046,126.965627,37.601881,3
N01047,126.964207,37.601589,3
N01048,126.964334,37.601944,3
N01049,126.967465,37.603491,3
N01050,126.965444,37.60479,1
N01051,126.964382,37.601607,3
N01052,126.968442,37.599728,3
N01053,126.968888,37.600264,4
N01054,126.975889,37.601039,3
N01055,126.972473,37.60015,3
N01056,126.968882,37.600638,3
N01057,126.968058,37.600834,3
N01058,126.991743,37.61129,1
N01059,126.989011,37.609459,3
N01060,126.975633,37.601396,3
N01061,126.970072,37.605145,3
N01062,126.972777,37.602184,3
N01063,126.973643,37.601395,3
N01064,126.972425,37.600465,3
N01065,126.976139,37.605886,3
N01066,126.976761,37.608311,3
N01067,126.972217,37.607517,1
N01068,126.981,37.602134,1
N01069,126.978294,37.608424,3
N01070,126.991804,37.611924,1
N01071,126.963894,37.602287,1
N01072,126.97778,37.601346,3
N01073,126.967901,37.606025,1
N01074,126.97658,37.608506,4
N01075,126.973946,37.60916,1
N01076,126.975681,37.608759,1
N01077,126.967655,37.592168,1
N01078,127.109126,37.646421,3
N01079,127.110875,37.645545,1
N01080,127.107509,37.648364,3
N01081,127.106842,37.649775,3
N01082,127.106093,37.653096,3
N01083,127.104809,37.652706,3
N01084,127.10151,37.653037,4
N01085,127.104951,37.652807,3
N01086,127.102388,37.651955,1
N01087,127.099374,37.654375,3
N01088,127.105032,37.653148,3
N01089,127.100434,37.654799,4
N01090,127.09914,37.655412,4
N01091,127.101177,37.655404,4
N01092,127.103179,37.655764,3
N01093,127.101664,37.65597,3
N01094,127.092725,37.654839,1
N01095,127.103737,37.655872,3
N01096,127.102403,37.655894,3
N01097,127.102228,37.65597,3
N01098,127.10165,37.656281,3
N01099,127.101856,37.656287,3
N01100,127.097457,37.657303,1
N01101,127.101232,37.658485,3
N01102,127.098644,37.658961,3
N01103,127.100514,37.65886,3
N01104,127.10081,37.658807,1
N01105,127.097789,37.659249,3
N01106,127.098693,37.659059,3
N01107,127.09901,37.659223,4
N01108,127.099316,37.660031,3
N01109,127.099457,37.659132,3
N01110,127.095855,37.659477,4
N01111,127.096204,37.659824,4
N01112,127.095592,37.660215,4
N01113,127.096519,37.659745,3
N01114,127.096649,37.660231,3
N01115,127.097718,37.659825,3
N01116,127.097215,37.659362,3
N01117,127.098867,37.660009,4
N01118,127.097072,37.659975,3
N01119,127.096707,37.659843,4
N01120,127.097849,37.660046,3
N01121,127.098781,37.659265,4
N01122,127.099211,37.660837,4
N01123,127.094659,37.660384,3
N01124,127.094985,37.660517,3
N01125,127.094201,37.660226,3
N01126,127.09447,37.660475,4
N01127,127.097823,37.660291,3
N01128,127.094441,37.660755,3
N01129,127.093196,37.66137,3
N01130,127.095278,37.661124,3
N01131,127.095829,37.663009,5
N01132,127.092938,37.660951,1
N01133,127.096863,37.661142,3
N01134,127.096698,37.66163,4
N01135,127.095666,37.661275,3
N01136,127.096129,37.661493,4
N01137,127.09687,37.660774,3
N01138,127.096108,37.661647,3
N01139,127.09701,37.661618,3
N01140,127.096715,37.661889,4
N01141,127.096378,37.663335,5
N01142,127.098731,37.661781,3
N01143,127.09359,37.662284,3
N01144,127.097747,37.66272,3
N01145,127.096581,37.664002,3
N01146,127.095301,37.663701,3
N01147,127.096764,37.664068,3
N01148,127.097329,37.663326,4
N01149,127.102838,37.680806,1
N01150,127.104206,37.677897,3
N01151,127.103054,37.644812,1
N01152,127.097886,37.647582,3
N01153,127.092948,37.648064,3
N01154,127.098627,37.648603,1
N01155,127.101536,37.649231,1
N01156,127.109688,37.67794,1
N01157,127.092369,37.677602,1
N01158,127.095409,37.669289,3
N01159,127.092664,37.650452,3
N01160,127.093036,37.661106,3
N01161,127.083019,37.661685,1
N01162,127.094059,37.662548,3
N01163,127.083902,37.666485,1
N01164,127.092002,37.642235,3
N01165,127.08363,37.644218,1
N01166,127.084652,37.649097,1
N01167,127.085085,37.628001,1
N01168,127.092664,37.649015,3
N01169,127.094722,37.663065,3
N01170,127.096947,37.661937,3
N01171,127.106248,37.681602,1
N01172,127.096067,37.648655,2
N01173,127.097812,37.662324,1
N01174,127.095605,37.686578,3
N01175,127.095183,37.687026,3
N01176,127.095518,37.687243,3
N01177,127.095286,37.687332,3
N01178,127.095978,37.68753,3
N01179,127.095184,37.68757,3
N01180,127.09554,37.688801,3
N01181,127.094467,37.688812,3
N01182,127.087392,37.688687,3
N01183,127.086817,37.687882,1
N01184,127.095779,37.688572,4
N01185,127.08769,37.690219,3
N01186,127.086929,37.689477,3
N01187,127.086462,37.690537,4
N01188,127.075767,37.690337,3
N01189,127.083119,37.694952,1
N01190,127.057975,37.693909,3
N01191,127.057168,37.694613,3
N01192,127.057268,37.69532,3
N01193,127.055535,37.694431,1
N01194,127.068976,37.694023,3
N01195,127.062624,37.695093,3
N01196,127.056867,37.695068,3
N01197,127.057956,37.696126,3
N01198,127.057933,37.695672,3
N01199,127.058294,37.696067,3
N01200,127.060412,37.700073,1
N01201,127.071678,37.701249,3
N01202,127.081912,37.700878,3
N01203,127.080851,37.705771,3
N01204,127.084853,37.702499,3
N01205,127.082472,37.703476,3
N01206,127.083038,37.702047,3
N01207,127.066312,37.703688,3
N01208,127.054757,37.699932,1
N01209,127.079289,37.706775,3
N01210,127.062602,37.704143,3
N01211,127.063439,37.705993,3
N01212,127.082188,37.704786,3
N01213,127.093327,37.712403,3
N01214,127.057604,37.70596,1
N01215,127.0603,37.706311,3
N01216,127.07789,37.712304,3
N01217,127.080731,37.705997,3
N01218,127.058421,37.710183,1
N01219,127.058918,37.712317,3
N01220,127.079552,37.711221,3
N01221,127.05472,37.711436,3
N01222,127.056156,37.705692,1
N01223,127.055571,37.715232,3
N01224,127.07801,37.712309,3
N01225,127.060643,37.715042,3
N01226,127.058701,37.715776,3
N01227,127.085344,37.72058,3
N01228,127.076595,37.71335,3
N01229,127.060985,37.716371,1
N01230,127.076793,37.715427,3
N01231,127.067459,37.722039,3
N01232,127.05775,37.717279,3
N01233,127.057561,37.718349,3
N01234,127.06066,37.720287,1
N01235,127.057363,37.718552,3
N01236,127.060185,37.720632,1
N01237,127.057192,37.71929,3
N01238,127.056528,37.722515,1
N01239,127.062077,37.720362,3
N01240,127.053388,37.722029,1
N01241,127.065422,37.725239,1
N01242,127.083435,37.723422,1
N01243,127.055126,37.726599,1
N01244,127.098065,37.684062,3
N01245,127.101385,37.681672,3
N01246,127.097594,37.684431,3
N01247,127.096238,37.685445,4
N01248,127.098449,37.688504,3
N01249,127.101186,37.689708,3
N01250,127.106081,37.693933,1
N01251,127.093364,37.690021,3
N01252,127.095333,37.691622,4
N01253,127.08848,37.690378,4
N01254,127.092511,37.690695,4
N01255,127.088,37.690499,3
N01256,127.086676,37.691167,3
N01257,127.08623,37.691344,3
N01258,127.085224,37.69214,4
N01259,127.095497,37.692068,3
N01260,127.101812,37.695759,4
N01261,127.084836,37.692118,5
N01262,127.084965,37.692649,3
N01263,127.084704,37.697194,1
N01264,127.09107,37.698448,3
N01265,127.084224,37.69836,1
N01266,127.089462,37.700554,3
N01267,127.091167,37.698364,3
N01268,127.094105,37.69523,3
N01269,127.089417,37.700619,3
N01270,127.091315,37.70095,3
N01271,127.097915,37.699932,4
N01272,127.091072,37.702365,3
N01273,127.084603,37.692502,3
N01274,127.081519,37.672917,1
N01275,127.078369,37.686552,3
N01276,127.083708,37.673154,1
N01277,127.085153,37.691418,3
N01278,127.086565,37.67558,1
N01279,127.078052,37.686885,3
N01280,127.075855,37.68527,3
N01281,127.056069,37.684335,1
N01282,127.093553,37.689485,4
N01283,127.085585,37.693025,3
N01284,127.09237,37.691626,3
N01285,127.085982,37.693209,3
N01286,127.058519,37.682952,1
N01287,127.072284,37.69414,3
N01288,127.075802,37.685118,3
N01289,127.05553,37.678668,1
N01290,127.099836,37.704667,3
N01291,127.096765,37.702321,3
N01292,127.102649,37.699059,3
N01293,127.100508,37.699162,3
N01294,127.101261,37.700895,3
N01295,127.103686,37.696017,3
N01296,127.102919,37.695729,3
N01297,127.102855,37.697324,3
N01298,127.099213,37.697591,3
N01299,127.069702,37.686335,3
N01300,127.067769,37.674202,3
N01301,127.061747,37.674351,1
N01302,127.10771,37.705822,3
N01303,127.102419,37.702183,3
N01304,127.101307,37.700925,3
N01305,127.099097,37.700547,3
N01306,127.100248,37.700626,3
N01307,127.103998,37.696694,1
N01308,127.096236,37.686168,5
N01309,127.096253,37.696194,4
N01310,127.092139,37.677817,1
N01311,127.096893,37.701793,1
N01312,127.093497,37.689347,1
N01313,127.095638,37.696148,1
N01314,127.081319,37.697468,4
N01315,127.084403,37.694002,3
N01316,127.081386,37.699252,2
N01317,127.081353,37.698268,3
N01318,127.081386,37.698502,3
N01319,127.083836,37.694668,2
N01320,127.082601,37.699964,3
N01321,127.082007,37.701015,3
N01322,127.081617,37.697786,3
N01323,127.082249,37.697756,1
N01324,127.069484,37.667823,1
N01325,127.058252,37.682069,1
N01326,127.095819,37.687868,3
N01327,127.102032,37.68071,1
N01328,127.093803,37.69152,4
